USDCAD,AUDUSD,XAUUSD
-0.9608030592734185,0.2473134478256478,-0.7458347224052697
0.36681307012886855,0.21038658535057486,-0.40618336054241144
0.47928187865673433,-0.43863485834968463,0.5450937639704723
0.25126028970707814,-0.003765532822885831,-0.4251302692751757
0.1265087561563849,-0.2410031757189346,0.05405363060220214
0.4521542887112373,-0.275558351682903,-0.808800501096163
0.2784567798688409,-0.1766427778338686,0.5485961464080757
-0.09860921562285796,0.013903635168621697,-0.1099056381592245
0.24716119963990035,-0.3210029446333085,0.292356297448948
0.37100928704778546,-0.17750053884092454,-0.4090460294325138
-0.5367989829072051,0.20321847255915237,0.2714568973656739
0.3621644652748168,-0.5095509107271856,0.1145664132081059
0.28223936099120994,-0.3898536137901143,-0.47498491178291635
-1.0889334880366253,1.341689582400707,0.059853359269790296
0.5104345827355861,-0.5010475301007178,0.8799477383454102
-0.8469296827562478,0.5720664155155486,-0.5157172839409974
-0.1455418850457746,0.11855514075269635,0.478393851462644
0.04300938241712515,-0.3552442619233487,0.2809865750858398
-0.07403987007196244,-0.0935524652338926,-0.7160647571606504
-0.2653069354260462,-0.012654063219696976,-0.027438068359975087
-0.31234522535187326,0.4834463906044473,0.2234855910605793
0.2155604170172465,0.2796040202523997,0.15648227838196416
0.031185031185043677,-0.15322783220296232,-0.16404968361846128
0.8713099225413412,-0.5761151223930172,0.03129890453834605
-1.096767547092048,0.5301113360324017,1.2202753441802106
-0.7371499539281401,0.3448319258988919,-0.032457496136018005
0.20583605763409007,-0.38252668280385205,-1.3203667341795566
-0.3399387787981434,0.6483859596112085,0.29768899334117194
-1.1954606443686289,0.0575409979610475,0.9060376474264054
-0.8949680543852812,0.5800797609671227,-0.06966483473953566
0.3433901522968519,0.18022945073521424,-0.20139426800929172
-0.4006219099875863,-0.4069579890319974,-0.0799441167339543
0.6293671638832654,-0.12208795315808985,0.5383067804904718
-0.10670081092617467,-0.41535698248764685,-0.04635710422621342
-0.06491052207779902,0.2417364946955658,-0.7884362680683377
0.2647438479942865,-0.024990003998393018,-0.6856252434748744
0.7872143273007559,-0.5324201369794612,0.43147407233075086
0.0032544402769563163,0.6106601663609101,-0.4936728636150578
0.2538380805935825,0.2822459786192555,0.1507206330266575
0.00973828362749174,-1.2204538095593964,-0.7916601348173624
0.08520168455901089,0.3656168839355489,-0.2054199257328082
0.2797100744271974,-0.31906341071249456,-1.2904758134747785
-0.18837873018182627,-0.640169367643717,0.12832852101380965
1.0522137800314413,-0.4718057986454638,0.012015379685981209
-0.4120141399405308,0.10576751535540385,-0.5326178366905521
0.36301000490990276,-0.29150807693776315,0.1852000966261258
0.3047557943700152,-0.0868144214074218,0.9001768204468741
-0.18149836091788663,0.09327881420904127,-0.21507089373905552
-0.07449356391626694,0.37021434133761577,0.18360341662009283
0.698997995991979,-0.8788776821031963,-0.08844621513943718
-0.24836414003917007,-0.3259251655289175,0.6388120170030875
0.14204772165031798,-0.2021164293622535,-0.03962279102940336
-0.2836924646181349,0.30959352949524455,0.3091802758839357
-0.44752741105392735,0.1324571443268363,0.09483916857662145
0.12282053752046274,0.4263844652214077,0.663245163837356
-0.06414111044297233,0.8389175916926783,-0.0996156561298922
0.4131734124914743,-0.4616243088317318,0.7199893218595488
0.032758069670824064,-0.05860768525125515,0.31961334580605794
-0.4456833411873862,0.0025496545218217648,0.6138783122231706
0.1524353553749469,0.42323185967059196,0.6101328390485161
1.130310094285969,-0.8530516908703212,0.31166039763568243
0.16317607173410575,-0.06913858445150023,0.8142275551746403
0.2238038750494331,-0.3869314541960267,-0.3264004858053893
0.9579194053640272,-0.9350722848176174,0.7082476582134012
0.3860973684416402,-0.5595876449279946,-0.2419842710223885
-0.2981913874853026,0.2781041911476656,0.024257125530624535
0.16633088131940976,0.07942398083409241,0.05153389111192119
0.48880885001285623,-0.41371773522064226,-0.5605211331616511
-0.23196636099862555,0.26781281843597515,0.28184034125533497
-0.38880551170692446,0.4846842386418304,0.44056209646790023
-0.38017470862381497,-0.82336008713354,1.149512213567272
-0.48114597373287715,0.539953979709229,-0.038878504672901215
0.5913478952424445,-0.5994720484779115,0.21840266870110092
-0.3866957862683762,0.40816326530612734,-0.11941189641019312
-0.3575498015795153,0.0234521575985136,-0.8443547784502736
0.018927444794947235,-0.21753289045201019,0.0
0.38241973128114726,-0.5117293056407735,0.33911077618689056
-0.017280789260787355,0.1128446024852181,0.2448366503942978
0.25925664050532315,-0.5570336972620216,-0.07192304234469038
-0.05798600499933304,-0.018452129902979397,0.5473084420452912
0.06350799338261659,-0.35592818160247175,1.2676161360077653
0.438005390835583,-0.13891093824416334,-0.728959575878052
-0.3315572267773459,0.3775684591232453,0.11867675419077184
-0.6340111773822432,0.4988913525498795,0.09408801303896208
0.14966758042662676,0.1142541958868426,-0.8193505887925778
-0.012584750428668023,-0.09969435808638849,-0.11940298507462366
0.4295086609713561,-0.19433538611026702,0.4931261207411719
0.35639314471909156,-0.0999881592969376,0.2676579925650513
0.3707374944389441,-0.3542596762935668,-1.1567551534925058
0.26827788923624585,-0.014537957284832537,-0.04051012753187866
-1.6340553577937622,0.638441304376558,0.5283460666736683
-0.10012930082941018,-0.2219712094147397,-1.1571481896229918
0.11364622876037789,0.11978885568735276,-0.400302114803619
0.797773801171453,-0.5863945935996262,0.0
0.5161693974113257,-0.6771411945193928,-0.2047470994160916
-0.04045905465863697,-0.034620505992011275,0.015957446808512188
0.05604290395648803,0.23043929989077228,0.47788726722939323
0.07390408028316031,0.4265950802025298,0.5141776937618081
-0.3987873134328246,1.0374761803938037,1.579778830963674
-0.14438799004113934,0.3798197820620297,0.214767088795087
0.528364415125604,-0.27791550324887115,-0.4507833284067453
-0.012439938422303953,0.2603723717437001,0.06384084329300599
0.1477426478592836,-0.02218510205147517,-0.10831181934182199
-0.3548357040809913,0.045685345446488945,-1.2848124767916747
